ver	name	area	isa	type	equipment	service	description	manufacturer	model	datasheet	plc	iotype	pid	location	wiringDiagram	JboxPanel	SuppliedBy	InstalledBy	ConnectedBy	RIO	RACK	SLOT	POINT	PLC_TAG	PLC_DESCRIPTION	OPCTAG	Note
1	2400-VIH-2607B	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	4		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2609A	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	6		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2609B	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	5	0		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
3	2400-VT-2603A	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	603	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2603B	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2605A	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2605B	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2607A	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2607B	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2609A	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
3	2400-VT-2609B	2400	VT	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	-	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM						"400-BAM-01, BALL MILL, VIBRATION TRANSMITTER"		
1	2400-VT-2801	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	0		400-ROM-01-Non-Drive End Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2802	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	1		400-ROM-01-Drive End Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2812	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	2		400-ROM-01-Gearbox Feed End High Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2818	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	3		400-ROM-01-Gearbox Dis. End Low Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2822	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	4		400-ROM-01-Feed End Pinion Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2823	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	5		400-ROM-01-Discharge End Pinion Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2825	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	6		400-ROM-01-Feed End Main Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VT-2826	2400	VT		400-ROM-01	ROD MILL	VIBRATION TRANSMITTER	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	4	7		400-ROM-01-Discharge End Main Bearing Vibration		DSOT-VP-2450-M2-0144-0117
1	2400-VZ-2102	2400	VZ		400-VIF-01	WIDE VIBRATING FEEDER #1	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	AO	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8702	2400-VIF-01-CP	PME010	OEM	I&C Contractor	2200-RIO-02	1	9	0		400-VIF-01-Feeder Reference Vibration		
1	2400-VZ-2302	2400	VZ		400-VIF-02	WIDE VIBRATING FEEDER #2	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	AO	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8705	2400-VIF-02-CP	PME010	OEM	I&C Contractor	2200-RIO-02	1	9	1		400-VIF-02-Feeder Reference Vibration		
1	2400-WE-2204	2400	WE		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	WEIGHT ELEMENT BELT SCALE	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8157	2400-BIN-01-JBA-01	PME012	I&C Contractor	I&C Contractor								PROVIDED WITH INSTRUMENT
1	2400-WE-2205	2400	WE		400-CVO-03	JIGS REFUSE CONVEYOR	WEIGHT ELEMENT BELT SCALE	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8151	2200-JBA-02	TS Manuf.	I&C Contractor	I&C Contractor								
1	2400-WIT-2204	2400	WIT		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	WEIGHT BELT SCALE	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8157	2400-BIN-01-JBA-01	PME012	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	1		400-CVO-02-Tonnage		
1	2400-WIT-2205	2400	WIT		400-CVO-03	JIGS REFUSE CONVEYOR	WEIGHT BELT SCALE	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2200-IC-8151	2200-JBA-02	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-01	1	8	3		400-CVO-03-Tonnage		
1	2400-XA-2201	2400	XA		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	ALARM	N/A	N/A	N/A	2400-JIG-01-CP	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2202	2400	XA		400-VIS-03	FINE JIG TALING SCREEN #1	ALARM	N/A	N/A	N/A	2400-JIG-01-CP	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2203	2400	XA		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2204	2400	XA		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2205	2400	XA		400-CVO-03	JIGS REFUSE CONVEYOR	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2401	2400	XA		400-VIS-02	FINE JIG TAILING SCREEN #1	ALARM	N/A	N/A	N/A	2400-JIG-02-CP	SOFT	DSOT-DW-2400-IC-8024	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2402	2400	XA		400-VIS-04	FINE JIG TAILING SCREEN #2	ALARM	N/A	N/A	N/A	2400-JIG-02-CP	SOFT	DSOT-DW-2400-IC-8024	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2506	2400	XA		400-SLP-01	JIGS SCREENS TRANSFER PUMP	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2516	2400	XA		400-SLP-04	JIGS SCREENS HUTCH WATER PUMP	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2517	2400	XA		400-SLP-02	JIGS SCREENS HUTCH WATER PUMP	ALARM	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-XA-2602	2400	XA		400-BAM-01	BALL MILL	ALARM	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A			PME015	N/A	N/A								
1	2400-XA-2831	2400	XA		400-ROM-01	ROD MILL	ALARM	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8028	N/A			PST002	N/A	N/A								
1	2400-XY-2146	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2147	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2148	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2149	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2150	2400	XY		400-JIG-01	FINE JIG #1	GATE SYNCRONIZING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2151	2400	XY		400-JIG-01	FINE JIG #1	GATE SYNCRONIZING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 13/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-XY-2154	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2155	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2156	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2157	2400	XY		400-JIG-01	FINE JIG #1	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2158	2400	XY		400-JIG-01	FINE JIG #1	GATE SYNCRONIZING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2159	2400	XY		400-JIG-01	FINE JIG #1	GATE SYNCRONIZING VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 17/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-XY-2162	2400	XY		400-JIG-01	FINE JIG #1	KNIFE GATE SOLENOID VALVE	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 21/37	2400-HK-2161/2201	PME010	OEM	OEM								
3	2400-XY-2201A	2400	XY		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	START COMMAND				2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	0	2		400-VIS-01-Screen Start Cmd.		
3	2400-XY-2201B	2400	XY		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	RESET COMMAND				2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	0	3		400-VIS-01-VFD Reset Cmd.		
1	2400-XY-2346	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE 	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2347	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2348	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE 	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2349	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2350	2400	XY		400-JIG-02	FINE JIG #2	GATE SYNCHRONIZING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2351	2400	XY		400-JIG-02	FINE JIG #2	GATE SYNCHRONIZING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 13/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-XY-2354	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE 	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2355	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2356	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE 	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2357	2400	XY		400-JIG-02	FINE JIG #2	GATE LOCKING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2358	2400	XY		400-JIG-02	FINE JIG #2	GATE SYNCHRONIZING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2359	2400	XY		400-JIG-02	FINE JIG #2	GATE SYNCHRONIZING VALVE	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 17/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-XY-2362	2400	XY		400-JIG-02	FINE JIG #2	WATER FLUSH KNIFE GATE SOLENOID ACTUATOR	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 21/37	2400-HK-2361/2401	PME010	OEM	OEM								
3	2400-XY-2401A	2400	XY		400-VIS-02	FINE JIG TAILING SCREEN #1	START COMMAND				2200-PLC-01	DO	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	0	4		400-VIS-02-Screen Start Cmd.		
3	2400-XY-2401B	2400	XY		400-VIS-02	FINE JIG TAILING SCREEN #1	RESET COMMAND				2200-PLC-01	DO	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	0	5		400-VIS-02-VFD Reset Cmd.		
1	2400-YB-2004	2400	YB								N/A	N/A		N/A													
1	2400-YB-2203	2400	YB		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	HORN ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	9	6		400-CVO-01-Conveyor Start Buzzer		
1	2400-YB-2204	2400	YB		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	HORN ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-03	0	9	0		400-CVO-02-Conveyor Start Buzzer		
1	2400-YB-2205	2400	YB		400-CVO-03	JIGS REFUSE CONVEYOR	HORN ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	0		400-CVO-03-Conveyor Start Buzzer		
1	2400-YB-2602	2400	YB		400-BAM-01	BALL MILL	HORN ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8140	2400-BAM-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	9	4		400-BAM-01-Ball Mill Start Buzzer		
1	2400-YB-2829	2400	YB		400-ROM-01	ROD MILL	GENERAL HORN 	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	2		400-ROM-01-Rod Mill Start Buzzer		DSOT-VP-2450-M2-0144-0117
1	2400-YB-2831	2400	YB		400-ROM-01	ROD MILL	HORN ON STARTING 	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8028	N/A			PST002	I&C Contractor	I&C Contractor						"400-ROM-01, ROD MILL, HORN ON STARTING "		
1	2400-YL-2203	2400	YL		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	LIGHT ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	9	7		400-CVO-01-Conveyor Start Light		
1	2400-YL-2204	2400	YL		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	LIGHT ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-03	0	9	1		400-CVO-02-Conveyor Start Light		
1	2400-YL-2205	2400	YL		400-CVO-03	JIGS REFUSE CONVEYOR	LIGHT ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	1		400-CVO-03-Conveyor Start Light		
1	2400-YL-2602	2400	YL		400-BAM-01	BALL MILL	LIGHT ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8140	2400-BAM-01-JBD-01	AECOM	OEM	OEM	2200-RIO-02	0	9	5		400-BAM-01-Ball Mill Start Light		
1	2400-YL-2831	2400	YL		400-ROM-01	ROD MILL	LIGHT ON STARTING	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8028	N/A			PST002	I&C Contractor	I&C Contractor						"400-ROM-01, ROD MILL, LIGHT ON STARTING"		
0	2400-YLR-2602	2400	YLR		400-BAM-01	BALL MILL	RUN LIGHT	TBD	TBD	-	TBD	DO	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-YLR-2831I	2400	YLR		400-VFD-02	ROD MILL	RUN LIGHT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM						"400-VFD-02, ROD MILL, RUN LIGHT"		
1	2400-YLR-2831J	2400	YLR		400-HK-2831	ROD MILL	RUN LIGHT	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM						"400-HK-2831, ROD MILL, RUN LIGHT"		
3	2400-YS-2172A	2400	YS		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	AIR CONTROL READY				2200-PLC-01	DI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	0		400-JIG-01-Air Control Ready		
3	2400-YS-2172B	2400	YS		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	AIR CONTROL RUN				2200-PLC-01	DI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	1		400-JIG-01-Air Control Running		
3	2400-YS-2172C	2400	YS		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	DISCHARGE READY				2200-PLC-01	DI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	2		400-JIG-01-Discharge Ready		
3	2400-YS-2172D	2400	YS		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	DISCHARGE RUN				2200-PLC-01	DI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	3		400-JIG-01-Discharge Running		
3	2400-YS-2201A	2400	YS		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	FAULT STATUS				2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	8		400-VIS-01-VFD Faulted		
3	2400-YS-2201B	2400	YS		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	RUNNING STATUS				2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	9		400-VIS-01-Screen Running		
3	2400-YS-2372A	2400	YS		400-JIG-02	FINE JIG TAILING SCREEN #1	AIR CONTROL READY				2200-PLC-01	DI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	4		400-JIG-01-Air Control Ready		
3	2400-YS-2372B	2400	YS		400-JIG-02	FINE JIG TAILING SCREEN #1	AIR CONTROL RUN				2200-PLC-01	DI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	5		400-JIG-01-Air Control Running		
